=== Log-Datei: ALLE abgerufenen Put-Optionen (PLTR, verzögerte Daten) ===
Startzeit: 2026-05-04 21:44:26
Format: Zeit | Strike | Verfall | Delta | Open Interest | Last Price
2026-05-04 21:44:56 | Strike: 202.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:56 | Strike: 205.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:56 | Strike: 210.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:56 | Strike: 215.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:56 | Strike: 220.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:56 | Strike: 225.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:56 | Strike: 230.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:56 | Strike: 235.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:57 | Strike: 13.0 | Verfall: 20260618 | Delta: N/A | OI: None | Last: None
2026-05-04 21:44:57 | Strike: 25.0 | Verfall: 20260717 | Delta: N/A | OI: None | Last: None

=== Ende des All-Logs ===
Insgesamt abgerufene Kandidaten: 92
