=== Log-Datei: ALLE abgerufenen Put-Optionen (PLTR) ===
Startzeit: 2026-05-04 21:28:33
Format: Zeit | Strike | Verfall | Delta | Open Interest | Last Price
2026-05-04 21:29:02 | Strike: 113.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.19
2026-05-04 21:29:02 | Strike: 114.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.18
2026-05-04 21:29:02 | Strike: 115.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.21
2026-05-04 21:29:02 | Strike: 116.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.24
2026-05-04 21:29:02 | Strike: 117.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.23
2026-05-04 21:29:02 | Strike: 118.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.29
2026-05-04 21:29:02 | Strike: 119.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.33
2026-05-04 21:29:02 | Strike: 120.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.38
2026-05-04 21:29:02 | Strike: 121.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.41
2026-05-04 21:29:02 | Strike: 122.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.48
2026-05-04 21:29:02 | Strike: 123.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.54
2026-05-04 21:29:02 | Strike: 124.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.59
2026-05-04 21:29:02 | Strike: 125.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.68
2026-05-04 21:29:02 | Strike: 126.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.74
2026-05-04 21:29:02 | Strike: 127.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.85
2026-05-04 21:29:02 | Strike: 128.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 0.98
2026-05-04 21:29:02 | Strike: 129.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 1.11
2026-05-04 21:29:02 | Strike: 130.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 1.25
2026-05-04 21:29:02 | Strike: 131.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 1.37
2026-05-04 21:29:02 | Strike: 132.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 1.57
2026-05-04 21:29:02 | Strike: 133.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 1.75
2026-05-04 21:29:02 | Strike: 134.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 1.98
2026-05-04 21:29:02 | Strike: 135.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 2.23
2026-05-04 21:29:02 | Strike: 136.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 2.44
2026-05-04 21:29:02 | Strike: 137.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 2.72
2026-05-04 21:29:02 | Strike: 138.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 3.03
2026-05-04 21:29:02 | Strike: 139.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 3.35
2026-05-04 21:29:02 | Strike: 140.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 3.72
2026-05-04 21:29:02 | Strike: 141.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 4.10
2026-05-04 21:29:02 | Strike: 142.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 4.40
2026-05-04 21:29:02 | Strike: 143.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 4.95
2026-05-04 21:29:02 | Strike: 144.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 5.32
2026-05-04 21:29:02 | Strike: 145.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 5.75
2026-05-04 21:29:02 | Strike: 146.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 6.25
2026-05-04 21:29:02 | Strike: 147.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 6.75
2026-05-04 21:29:02 | Strike: 148.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 7.30
2026-05-04 21:29:02 | Strike: 149.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 7.80
2026-05-04 21:29:02 | Strike: 150.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 8.30
2026-05-04 21:29:02 | Strike: 152.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 9.55
2026-05-04 21:29:02 | Strike: 155.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 11.07
2026-05-04 21:29:02 | Strike: 157.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 13.20
2026-05-04 21:29:02 | Strike: 160.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 15.00
2026-05-04 21:29:02 | Strike: 162.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 16.67
2026-05-04 21:29:02 | Strike: 165.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 20.40
2026-05-04 21:29:02 | Strike: 167.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 21.40
2026-05-04 21:29:02 | Strike: 170.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 23.26
2026-05-04 21:29:02 | Strike: 172.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 26.75
2026-05-04 21:29:02 | Strike: 175.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 28.75
2026-05-04 21:29:02 | Strike: 177.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 31.55
2026-05-04 21:29:02 | Strike: 180.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 32.25
2026-05-04 21:29:02 | Strike: 182.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C38.68
2026-05-04 21:29:02 | Strike: 185.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C41.14
2026-05-04 21:29:02 | Strike: 187.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C43.61
2026-05-04 21:29:02 | Strike: 190.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 44.45
2026-05-04 21:29:02 | Strike: 192.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C48.54
2026-05-04 21:29:02 | Strike: 195.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 48.00
2026-05-04 21:29:02 | Strike: 197.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C53.50
2026-05-04 21:29:02 | Strike: 200.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 53.17
2026-05-04 21:29:02 | Strike: 202.5 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C58.48
2026-05-04 21:29:02 | Strike: 205.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C60.97
2026-05-04 21:29:02 | Strike: 210.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C65.95
2026-05-04 21:29:02 | Strike: 215.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C70.94
2026-05-04 21:29:02 | Strike: 220.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: 73.10
2026-05-04 21:29:02 | Strike: 225.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C80.93
2026-05-04 21:29:02 | Strike: 230.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C85.93
2026-05-04 21:29:02 | Strike: 235.0 | Verfall: 20260508 | Delta: N/A | OI: None | Last: C90.93
2026-05-04 21:29:02 | Strike: 13.0 | Verfall: 20260618 | Delta: N/A | OI: None | Last: C0.00
2026-05-04 21:29:02 | Strike: 25.0 | Verfall: 20260717 | Delta: N/A | OI: None | Last: C0.03

=== Ende des All-Logs ===
Insgesamt abgerufene Kandidaten: 92
